IsWon,Opportunity Type,Lead Source,Amount,Industry
TRUE,New Business / Add-on,Partner Referral,56850,Banking
TRUE,New Business / Add-on,Partner Referral,57030,Banking
TRUE,New Business / Add-on,Partner Referral,47070,Banking
TRUE,New Business / Add-on,Partner Referral,42120,Banking
FALSE,Existing Business,Web,55200,Technology
FALSE,Existing Business,Web,51300,Energy
TRUE,New Business / Add-on,Web,24630,Technology
TRUE,New Business / Add-on,Partner Referral,51360,Banking
FALSE,New Business / Add-on,Partner Referral,49290,Banking
FALSE,New Business,Partner Referral,50640,Banking
FALSE,New Business / Add-on,Web,36540,Healthcare
FALSE,Existing Business,Phone Inquiry,12150,Technology
TRUE,New Business / Add-on,Partner Referral,47520,Banking
FALSE,New Business / Add-on,Partner Referral,57180,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11910,Healthcare
FALSE,Existing Business,Web,50610,Healthcare
FALSE,Existing Business,Phone Inquiry,11910,Technology
TRUE,New Business,Web,42000,Healthcare
FALSE,Existing Business,Web,49380,Technology
FALSE,New Business / Add-on,Web,40080,Technology
FALSE,Existing Business,Web,26760,Technology
FALSE,New Business,Partner Referral,59070,Technology
FALSE,New Business / Add-on,Partner Referral,42420,Healthcare
FALSE,New Business,Phone Inquiry,14970,Healthcare
TRUE,New Business / Add-on,Web,29970,Technology
TRUE,New Business / Add-on,Partner Referral,41550,Banking
FALSE,Existing Business,Partner Referral,61500,Energy
FALSE,Existing Business,Web,51930,Energy
FALSE,Existing Business,Phone Inquiry,14580,Technology
FALSE,New Business / Add-on,Web,35010,Energy
TRUE,New Business / Add-on,Partner Referral,56550,Banking
FALSE,Existing Business,Web,41250,Energy
FALSE,New Business / Add-on,Partner Referral,51480,Banking
FALSE,New Business,Phone Inquiry,12060,Energy
FALSE,New Business / Add-on,Phone Inquiry,12210,Healthcare
FALSE,New Business,Partner Referral,66480,Banking
TRUE,New Business,Web,43800,Banking
TRUE,New Business,Partner Referral,60030,Energy
FALSE,New Business / Add-on,Partner Referral,49710,Energy
FALSE,New Business / Add-on,Partner Referral,50610,Banking
FALSE,New Business,Phone Inquiry,11730,Healthcare
TRUE,New Business / Add-on,Partner Referral,41970,Technology
FALSE,New Business,Web,24540,Healthcare
FALSE,Existing Business,Web,48150,Healthcare
TRUE,New Business / Add-on,Web,29160,Energy
FALSE,New Business / Add-on,Partner Referral,42480,Banking
FALSE,New Business / Add-on,Web,36120,Healthcare
FALSE,New Business,Web,33120,Energy
TRUE,New Business / Add-on,Web,33480,Banking
FALSE,New Business,Web,32490,Technology
TRUE,New Business / Add-on,Partner Referral,48090,Technology
TRUE,New Business / Add-on,Partner Referral,45300,Banking
FALSE,New Business / Add-on,Partner Referral,60240,Technology
FALSE,New Business,Web,37530,Energy
FALSE,Existing Business,Web,42270,Technology
FALSE,New Business,Partner Referral,51300,Technology
TRUE,New Business / Add-on,Phone Inquiry,12120,Technology
FALSE,New Business / Add-on,Web,32700,Banking
FALSE,New Business / Add-on,Phone Inquiry,12450,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12210,Healthcare
FALSE,New Business,Partner Referral,54600,Technology
FALSE,Existing Business,Partner Referral,62880,Technology
TRUE,New Business / Add-on,Partner Referral,44850,Energy
TRUE,New Business / Add-on,Partner Referral,62430,Healthcare
FALSE,New Business / Add-on,Web,30660,Banking
FALSE,New Business / Add-on,Partner Referral,53880,Technology
FALSE,New Business / Add-on,Phone Inquiry,12330,Banking
FALSE,New Business / Add-on,Web,38430,Technology
FALSE,New Business / Add-on,Partner Referral,44910,Banking
TRUE,New Business / Add-on,Partner Referral,57990,Banking
TRUE,New Business / Add-on,Phone Inquiry,12030,Healthcare
TRUE,New Business / Add-on,Partner Referral,62070,Banking
FALSE,New Business / Add-on,Web,15000,Healthcare
FALSE,Existing Business,Phone Inquiry,12180,Energy
FALSE,New Business / Add-on,Phone Inquiry,15810,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,11940,Banking
FALSE,New Business / Add-on,Web,32820,Healthcare
TRUE,New Business / Add-on,Web,27810,Banking
FALSE,New Business,Partner Referral,54150,Energy
TRUE,New Business / Add-on,Phone Inquiry,11970,Banking
FALSE,New Business / Add-on,Phone Inquiry,12390,Healthcare
TRUE,New Business / Add-on,Partner Referral,47760,Banking
FALSE,New Business,Phone Inquiry,15270,Technology
FALSE,New Business,Phone Inquiry,11700,Healthcare
TRUE,New Business / Add-on,Partner Referral,45540,Banking
TRUE,New Business / Add-on,Partner Referral,45720,Banking
FALSE,New Business,Web,39690,Energy
TRUE,New Business / Add-on,Phone Inquiry,11550,Healthcare
FALSE,New Business / Add-on,Web,41460,Energy
FALSE,New Business,Web,23460,Banking
FALSE,New Business / Add-on,Phone Inquiry,12030,Healthcare
FALSE,New Business,Web,35880,Banking
TRUE,New Business / Add-on,Partner Referral,50580,Banking
FALSE,New Business / Add-on,Web,29160,Banking
TRUE,New Business / Add-on,Partner Referral,47400,Banking
FALSE,Existing Business,Partner Referral,63210,Energy
FALSE,Existing Business,Phone Inquiry,15060,Technology
FALSE,New Business / Add-on,Web,29850,Banking
FALSE,New Business / Add-on,Partner Referral,56850,Banking
FALSE,New Business / Add-on,Partner Referral,55800,Banking
FALSE,Existing Business,Web,43140,Technology
FALSE,New Business,Web,46530,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11910,Banking
TRUE,New Business / Add-on,Partner Referral,42150,Banking
FALSE,New Business / Add-on,Partner Referral,57150,Banking
TRUE,New Business / Add-on,Partner Referral,50760,Energy
FALSE,New Business / Add-on,Web,15030,Technology
FALSE,New Business,Web,31890,Energy
FALSE,New Business / Add-on,Phone Inquiry,12090,Banking
FALSE,New Business / Add-on,Partner Referral,60750,Banking
FALSE,New Business,Partner Referral,60330,Technology
TRUE,New Business / Add-on,Phone Inquiry,14460,Healthcare
FALSE,Existing Business,Phone Inquiry,15180,Technology
FALSE,New Business,Web,43080,Banking
FALSE,New Business,Phone Inquiry,11820,Healthcare
FALSE,Existing Business,Web,29910,Banking
FALSE,New Business / Add-on,Partner Referral,41760,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11850,Banking
FALSE,New Business,Partner Referral,48480,Banking
TRUE,New Business / Add-on,Web,36000,Banking
TRUE,New Business / Add-on,Partner Referral,51930,Banking
TRUE,New Business / Add-on,Phone Inquiry,12510,Healthcare
FALSE,New Business,Web,38520,Technology
FALSE,New Business / Add-on,Web,21000,Banking
TRUE,New Business / Add-on,Web,30450,Banking
TRUE,New Business,Partner Referral,63300,Energy
FALSE,Existing Business,Phone Inquiry,11520,Banking
TRUE,New Business / Add-on,Partner Referral,51090,Technology
FALSE,New Business,Partner Referral,54390,Energy
FALSE,Existing Business,Phone Inquiry,12000,Healthcare
FALSE,New Business / Add-on,Partner Referral,44790,Banking
FALSE,Existing Business,Web,36720,Energy
FALSE,New Business,Phone Inquiry,11970,Healthcare
FALSE,New Business / Add-on,Web,32880,Healthcare
FALSE,Existing Business,Web,44070,Energy
FALSE,New Business,Web,30870,Healthcare
FALSE,Existing Business,Partner Referral,48270,Technology
TRUE,New Business / Add-on,Web,32520,Banking
TRUE,New Business,Partner Referral,65700,Banking
TRUE,New Business / Add-on,Partner Referral,62640,Banking
FALSE,New Business / Add-on,Partner Referral,51180,Banking
FALSE,New Business / Add-on,Partner Referral,47580,Banking
FALSE,New Business / Add-on,Web,45900,Technology
TRUE,New Business / Add-on,Partner Referral,63060,Energy
FALSE,Existing Business,Phone Inquiry,15240,Technology
FALSE,New Business / Add-on,Partner Referral,52110,Banking
FALSE,New Business / Add-on,Phone Inquiry,11790,Healthcare
TRUE,New Business / Add-on,Partner Referral,45420,Banking
FALSE,New Business / Add-on,Web,27330,Banking
FALSE,New Business / Add-on,Partner Referral,46860,Energy
FALSE,New Business,Phone Inquiry,11580,Healthcare
FALSE,Existing Business,Partner Referral,66300,Banking
TRUE,New Business / Add-on,Partner Referral,54480,Banking
FALSE,New Business / Add-on,Phone Inquiry,12180,Technology
FALSE,Existing Business,Web,48810,Energy
TRUE,New Business / Add-on,Partner Referral,58770,Banking
TRUE,New Business / Add-on,Partner Referral,64890,Energy
FALSE,New Business / Add-on,Web,33180,Banking
FALSE,Existing Business,Web,33930,Energy
TRUE,New Business / Add-on,Partner Referral,48300,Energy
FALSE,Existing Business,Phone Inquiry,11820,Healthcare
FALSE,New Business,Partner Referral,62430,Energy
FALSE,Existing Business,Web,31710,Technology
TRUE,New Business / Add-on,Partner Referral,62580,Technology
FALSE,New Business / Add-on,Partner Referral,48390,Technology
TRUE,New Business / Add-on,Partner Referral,42810,Healthcare
FALSE,Existing Business,Phone Inquiry,14790,Energy
FALSE,Existing Business,Phone Inquiry,12780,Technology
FALSE,Existing Business,Partner Referral,66120,Banking
TRUE,New Business / Add-on,Partner Referral,53640,Banking
FALSE,New Business / Add-on,Web,30630,Energy
FALSE,Existing Business,Phone Inquiry,11880,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11940,Healthcare
FALSE,New Business / Add-on,Partner Referral,52380,Banking
FALSE,Existing Business,Phone Inquiry,11910,Technology
FALSE,Existing Business,Web,53640,Healthcare
FALSE,Existing Business,Phone Inquiry,12000,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12030,Healthcare
FALSE,New Business / Add-on,Web,49950,Banking
TRUE,New Business / Add-on,Phone Inquiry,12360,Healthcare
FALSE,Existing Business,Partner Referral,61740,Technology
FALSE,Existing Business,Web,23460,Healthcare
TRUE,New Business / Add-on,Partner Referral,59970,Banking
FALSE,Existing Business,Partner Referral,68700,Healthcare
FALSE,Existing Business,Phone Inquiry,12120,Healthcare
FALSE,New Business,Web,33480,Banking
FALSE,Existing Business,Phone Inquiry,14520,Healthcare
TRUE,New Business / Add-on,Partner Referral,48600,Energy
FALSE,New Business,Web,43680,Energy
FALSE,New Business / Add-on,Partner Referral,59910,Energy
FALSE,New Business,Partner Referral,59700,Banking
TRUE,New Business / Add-on,Partner Referral,42090,Banking
FALSE,Existing Business,Phone Inquiry,12150,Energy
FALSE,Existing Business,Phone Inquiry,15600,Technology
FALSE,New Business / Add-on,Phone Inquiry,11940,Energy
FALSE,New Business / Add-on,Phone Inquiry,11430,Technology
FALSE,New Business / Add-on,Partner Referral,57900,Banking
FALSE,Existing Business,Phone Inquiry,11910,Energy
FALSE,New Business / Add-on,Phone Inquiry,15420,Healthcare
FALSE,New Business,Phone Inquiry,12180,Healthcare
TRUE,New Business / Add-on,Partner Referral,42090,Healthcare
FALSE,New Business / Add-on,Partner Referral,54930,Banking
FALSE,Existing Business,Web,23640,Healthcare
FALSE,New Business / Add-on,Partner Referral,63420,Technology
FALSE,New Business / Add-on,Partner Referral,42150,Banking
FALSE,Existing Business,Partner Referral,56250,Banking
TRUE,New Business,Partner Referral,57930,Energy
FALSE,New Business,Web,36000,Technology
FALSE,Existing Business,Web,35880,Energy
FALSE,New Business,Partner Referral,54390,Technology
FALSE,Existing Business,Partner Referral,65400,Technology
FALSE,New Business,Web,40860,Energy
FALSE,New Business / Add-on,Phone Inquiry,12240,Healthcare
FALSE,Existing Business,Web,49170,Technology
FALSE,New Business / Add-on,Web,36330,Banking
FALSE,New Business / Add-on,Web,39360,Technology
FALSE,Existing Business,Partner Referral,49500,Technology
FALSE,Existing Business,Web,49380,Technology
FALSE,Existing Business,Web,40890,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12180,Energy
TRUE,New Business,Partner Referral,57330,Banking
FALSE,New Business,Phone Inquiry,12120,Energy
FALSE,New Business / Add-on,Partner Referral,53520,Banking
TRUE,New Business / Add-on,Partner Referral,41790,Banking
TRUE,New Business / Add-on,Partner Referral,53580,Banking
FALSE,New Business / Add-on,Partner Referral,44880,Banking
FALSE,Existing Business,Phone Inquiry,12120,Healthcare
FALSE,Existing Business,Web,50640,Energy
TRUE,New Business / Add-on,Partner Referral,52530,Banking
FALSE,New Business / Add-on,Web,15090,Banking
FALSE,Existing Business,Phone Inquiry,11880,Energy
FALSE,New Business / Add-on,Web,30510,Banking
FALSE,New Business / Add-on,Partner Referral,61440,Banking
TRUE,New Business / Add-on,Partner Referral,57780,Healthcare
FALSE,New Business / Add-on,Web,33300,Energy
FALSE,Existing Business,Partner Referral,65850,Technology
FALSE,New Business / Add-on,Partner Referral,63840,Banking
FALSE,Existing Business,Web,36000,Energy
FALSE,New Business / Add-on,Partner Referral,53280,Energy
TRUE,New Business / Add-on,Partner Referral,51120,Banking
TRUE,New Business / Add-on,Web,21060,Banking
FALSE,New Business / Add-on,Phone Inquiry,11970,Healthcare
TRUE,New Business / Add-on,Partner Referral,59880,Energy
TRUE,New Business / Add-on,Web,21000,Banking
FALSE,New Business / Add-on,Web,39750,Banking
FALSE,Existing Business,Phone Inquiry,13980,Technology
TRUE,New Business / Add-on,Partner Referral,45600,Banking
FALSE,Existing Business,Phone Inquiry,15180,Energy
FALSE,Existing Business,Web,26730,Healthcare
FALSE,New Business,Partner Referral,62460,Energy
FALSE,New Business / Add-on,Partner Referral,55530,Technology
TRUE,New Business / Add-on,Partner Referral,56310,Banking
FALSE,New Business / Add-on,Partner Referral,60870,Technology
TRUE,New Business / Add-on,Partner Referral,50580,Banking
FALSE,Existing Business,Partner Referral,56730,Energy
FALSE,New Business / Add-on,Partner Referral,57300,Banking
FALSE,New Business,Partner Referral,60180,Energy
FALSE,Existing Business,Web,33300,Energy
FALSE,New Business / Add-on,Web,29910,Energy
FALSE,New Business / Add-on,Partner Referral,53730,Technology
FALSE,Existing Business,Phone Inquiry,11490,Healthcare
FALSE,New Business / Add-on,Partner Referral,59880,Banking
TRUE,New Business / Add-on,Partner Referral,50640,Energy
FALSE,Existing Business,Partner Referral,67830,Energy
TRUE,New Business / Add-on,Partner Referral,60660,Banking
FALSE,New Business,Phone Inquiry,11970,Healthcare
FALSE,New Business / Add-on,Web,44490,Banking
FALSE,New Business,Partner Referral,55200,Banking
FALSE,New Business / Add-on,Partner Referral,44310,Banking
TRUE,New Business / Add-on,Web,30270,Banking
FALSE,Existing Business,Phone Inquiry,14670,Healthcare
FALSE,New Business,Phone Inquiry,14880,Energy
FALSE,New Business,Web,38910,Technology
FALSE,New Business / Add-on,Phone Inquiry,12450,Technology
FALSE,New Business / Add-on,Web,41370,Healthcare
TRUE,New Business / Add-on,Partner Referral,59970,Healthcare
FALSE,New Business / Add-on,Partner Referral,65640,Energy
TRUE,New Business / Add-on,Partner Referral,54840,Banking
FALSE,New Business / Add-on,Web,29400,Healthcare
FALSE,New Business,Web,30150,Healthcare
TRUE,New Business / Add-on,Partner Referral,45330,Energy
FALSE,New Business,Phone Inquiry,11940,Energy
FALSE,New Business,Partner Referral,58680,Technology
FALSE,New Business,Partner Referral,60180,Banking
FALSE,New Business / Add-on,Web,33480,Healthcare
FALSE,Existing Business,Partner Referral,66690,Banking
FALSE,New Business / Add-on,Partner Referral,59130,Healthcare
FALSE,New Business / Add-on,Web,30030,Banking
TRUE,New Business / Add-on,Partner Referral,48480,Energy
FALSE,New Business / Add-on,Phone Inquiry,12510,Banking
FALSE,New Business / Add-on,Phone Inquiry,11700,Technology
FALSE,New Business / Add-on,Phone Inquiry,11610,Healthcare
FALSE,New Business / Add-on,Web,41700,Healthcare
FALSE,New Business / Add-on,Web,29280,Energy
FALSE,New Business / Add-on,Partner Referral,56700,Banking
FALSE,New Business / Add-on,Phone Inquiry,12390,Healthcare
FALSE,Existing Business,Partner Referral,63630,Energy
TRUE,New Business / Add-on,Partner Referral,60000,Banking
FALSE,New Business,Partner Referral,64980,Banking
TRUE,New Business / Add-on,Phone Inquiry,12330,Banking
FALSE,Existing Business,Partner Referral,59790,Banking
TRUE,New Business / Add-on,Partner Referral,51180,Banking
FALSE,New Business / Add-on,Partner Referral,57540,Energy
FALSE,New Business,Phone Inquiry,12000,Healthcare
TRUE,New Business / Add-on,Partner Referral,42240,Banking
FALSE,New Business / Add-on,Web,38970,Healthcare
FALSE,New Business / Add-on,Partner Referral,44760,Energy
FALSE,New Business / Add-on,Web,29520,Banking
FALSE,New Business,Web,44250,Healthcare
FALSE,New Business,Partner Referral,55380,Technology
TRUE,New Business / Add-on,Partner Referral,59280,Technology
FALSE,New Business / Add-on,Phone Inquiry,11520,Healthcare
FALSE,New Business / Add-on,Partner Referral,53190,Energy
TRUE,New Business / Add-on,Partner Referral,44640,Energy
TRUE,New Business / Add-on,Partner Referral,59250,Banking
FALSE,New Business / Add-on,Partner Referral,57570,Technology
FALSE,Existing Business,Partner Referral,63240,Energy
FALSE,New Business / Add-on,Phone Inquiry,12150,Healthcare
TRUE,New Business,Partner Referral,63600,Banking
TRUE,New Business / Add-on,Partner Referral,62820,Banking
FALSE,New Business,Web,29430,Banking
FALSE,New Business,Web,21330,Healthcare
FALSE,Existing Business,Web,39060,Energy
FALSE,New Business / Add-on,Partner Referral,58110,Banking
FALSE,New Business,Web,41850,Energy
FALSE,Existing Business,Partner Referral,59520,Banking
TRUE,New Business / Add-on,Partner Referral,58020,Banking
TRUE,New Business / Add-on,Web,33030,Energy
FALSE,New Business,Partner Referral,64080,Banking
FALSE,New Business / Add-on,Web,30750,Healthcare
FALSE,New Business,Web,34650,Healthcare
FALSE,New Business,Web,42510,Technology
FALSE,New Business / Add-on,Phone Inquiry,11730,Healthcare
TRUE,New Business / Add-on,Partner Referral,52920,Banking
FALSE,New Business / Add-on,Partner Referral,47700,Technology
TRUE,New Business,Phone Inquiry,11850,Healthcare
FALSE,New Business / Add-on,Partner Referral,58890,Technology
FALSE,New Business / Add-on,Phone Inquiry,12150,Banking
FALSE,New Business / Add-on,Partner Referral,47490,Technology
TRUE,New Business / Add-on,Partner Referral,45390,Banking
FALSE,New Business / Add-on,Partner Referral,56550,Banking
FALSE,New Business / Add-on,Web,24120,Energy
FALSE,Existing Business,Phone Inquiry,11970,Healthcare
FALSE,New Business,Web,33210,Banking
FALSE,New Business,Partner Referral,61290,Technology
FALSE,New Business / Add-on,Partner Referral,42660,Banking
TRUE,New Business / Add-on,Partner Referral,44820,Banking
FALSE,Existing Business,Web,32460,Technology
FALSE,Existing Business,Phone Inquiry,11790,Energy
FALSE,New Business / Add-on,Partner Referral,53070,Technology
TRUE,New Business / Add-on,Partner Referral,45990,Banking
FALSE,Existing Business,Web,48240,Energy
FALSE,Existing Business,Phone Inquiry,11550,Technology
FALSE,New Business / Add-on,Partner Referral,50880,Banking
TRUE,New Business / Add-on,Web,15480,Healthcare
FALSE,Existing Business,Phone Inquiry,11700,Energy
FALSE,New Business,Web,41160,Banking
FALSE,New Business / Add-on,Partner Referral,55560,Banking
FALSE,New Business,Partner Referral,60330,Banking
FALSE,New Business / Add-on,Phone Inquiry,12330,Energy
TRUE,New Business / Add-on,Web,25560,Banking
FALSE,New Business / Add-on,Phone Inquiry,11760,Healthcare
FALSE,New Business,Web,40470,Banking
TRUE,New Business / Add-on,Web,41310,Technology
FALSE,New Business / Add-on,Web,26130,Healthcare
FALSE,New Business / Add-on,Partner Referral,65910,Energy
FALSE,New Business / Add-on,Phone Inquiry,12390,Healthcare
FALSE,New Business / Add-on,Partner Referral,57240,Banking
FALSE,Existing Business,Phone Inquiry,12600,Technology
FALSE,New Business / Add-on,Web,33720,Banking
FALSE,Existing Business,Phone Inquiry,11040,Technology
TRUE,New Business / Add-on,Partner Referral,54000,Energy
FALSE,New Business / Add-on,Phone Inquiry,15450,Banking
FALSE,New Business / Add-on,Phone Inquiry,11760,Energy
TRUE,New Business / Add-on,Partner Referral,45210,Banking
FALSE,Existing Business,Phone Inquiry,11880,Energy
FALSE,New Business / Add-on,Web,38520,Banking
FALSE,Existing Business,Web,45450,Technology
FALSE,Existing Business,Web,47370,Banking
TRUE,New Business / Add-on,Partner Referral,60510,Banking
FALSE,New Business / Add-on,Web,30180,Banking
FALSE,New Business / Add-on,Partner Referral,48180,Energy
FALSE,Existing Business,Phone Inquiry,11910,Technology
FALSE,Existing Business,Phone Inquiry,12660,Banking
TRUE,New Business / Add-on,Partner Referral,41970,Banking
FALSE,New Business / Add-on,Web,30000,Healthcare
FALSE,Existing Business,Partner Referral,62850,Technology
FALSE,Existing Business,Phone Inquiry,11910,Technology
TRUE,New Business,Partner Referral,64500,Banking
FALSE,New Business / Add-on,Partner Referral,51540,Banking
TRUE,New Business / Add-on,Web,27510,Healthcare
FALSE,New Business / Add-on,Partner Referral,48480,Banking
FALSE,Existing Business,Phone Inquiry,15150,Healthcare
FALSE,Existing Business,Web,48330,Technology
FALSE,New Business / Add-on,Partner Referral,48900,Technology
FALSE,New Business / Add-on,Phone Inquiry,12540,Healthcare
TRUE,New Business,Partner Referral,63660,Technology
TRUE,New Business / Add-on,Partner Referral,55020,Banking
FALSE,New Business / Add-on,Web,40350,Banking
TRUE,New Business / Add-on,Partner Referral,57360,Energy
FALSE,New Business / Add-on,Phone Inquiry,12210,Healthcare
FALSE,New Business,Web,27030,Technology
TRUE,New Business / Add-on,Partner Referral,44970,Banking
FALSE,New Business / Add-on,Web,20790,Healthcare
FALSE,New Business / Add-on,Partner Referral,41610,Banking
TRUE,New Business / Add-on,Partner Referral,57210,Banking
FALSE,New Business / Add-on,Partner Referral,48930,Banking
FALSE,Existing Business,Web,45240,Technology
FALSE,New Business / Add-on,Web,40680,Energy
FALSE,New Business / Add-on,Partner Referral,66840,Banking
FALSE,New Business / Add-on,Web,27780,Banking
FALSE,Existing Business,Phone Inquiry,12240,Technology
FALSE,New Business / Add-on,Phone Inquiry,12030,Healthcare
TRUE,New Business / Add-on,Web,27000,Banking
FALSE,New Business,Partner Referral,57660,Banking
FALSE,New Business,Phone Inquiry,11790,Healthcare
TRUE,New Business / Add-on,Partner Referral,59700,Banking
FALSE,New Business,Web,36390,Technology
TRUE,New Business,Partner Referral,59160,Technology
TRUE,New Business / Add-on,Web,35700,Healthcare
TRUE,New Business / Add-on,Partner Referral,48270,Banking
FALSE,New Business,Web,43020,Technology
FALSE,New Business / Add-on,Web,21600,Healthcare
FALSE,New Business,Web,39120,Technology
FALSE,New Business / Add-on,Web,29370,Energy
FALSE,Existing Business,Web,32100,Technology
FALSE,New Business,Web,48270,Energy
FALSE,Existing Business,Partner Referral,65430,Technology
FALSE,Existing Business,Phone Inquiry,15780,Technology
FALSE,New Business,Partner Referral,64080,Banking
FALSE,New Business / Add-on,Web,38970,Banking
FALSE,Existing Business,Phone Inquiry,11610,Banking
FALSE,New Business / Add-on,Phone Inquiry,12660,Energy
TRUE,New Business / Add-on,Partner Referral,46770,Energy
FALSE,New Business / Add-on,Phone Inquiry,11310,Healthcare
FALSE,Existing Business,Phone Inquiry,15600,Technology
TRUE,New Business / Add-on,Partner Referral,44820,Banking
FALSE,New Business / Add-on,Partner Referral,42210,Banking
FALSE,Existing Business,Partner Referral,58140,Technology
FALSE,Existing Business,Phone Inquiry,11730,Technology
FALSE,Existing Business,Web,48240,Technology
FALSE,New Business / Add-on,Partner Referral,48030,Technology
FALSE,New Business / Add-on,Partner Referral,45330,Banking
FALSE,New Business / Add-on,Web,29730,Banking
TRUE,New Business / Add-on,Partner Referral,48780,Banking
FALSE,Existing Business,Phone Inquiry,14340,Energy
FALSE,New Business / Add-on,Web,39840,Technology
TRUE,New Business / Add-on,Phone Inquiry,11760,Banking
FALSE,Existing Business,Phone Inquiry,11280,Energy
FALSE,Existing Business,Partner Referral,65040,Banking
FALSE,New Business / Add-on,Partner Referral,51570,Healthcare
TRUE,New Business / Add-on,Partner Referral,51270,Banking
FALSE,Existing Business,Web,48540,Technology
TRUE,New Business / Add-on,Partner Referral,42600,Banking
FALSE,Existing Business,Partner Referral,67080,Energy
FALSE,New Business / Add-on,Phone Inquiry,12360,Energy
TRUE,New Business / Add-on,Partner Referral,51030,Banking
FALSE,New Business / Add-on,Web,26760,Banking
TRUE,New Business / Add-on,Web,26640,Banking
FALSE,Existing Business,Partner Referral,63060,Energy
FALSE,Existing Business,Partner Referral,69090,Energy
FALSE,New Business,Web,35880,Healthcare
FALSE,New Business,Phone Inquiry,15780,Banking
FALSE,New Business / Add-on,Partner Referral,42330,Banking
FALSE,New Business / Add-on,Phone Inquiry,12030,Healthcare
FALSE,Existing Business,Web,47910,Technology
TRUE,New Business / Add-on,Partner Referral,42180,Banking
TRUE,New Business / Add-on,Partner Referral,47610,Technology
FALSE,New Business / Add-on,Partner Referral,54030,Energy
FALSE,Existing Business,Phone Inquiry,14670,Technology
FALSE,New Business,Web,35970,Banking
FALSE,New Business,Phone Inquiry,15210,Technology
TRUE,New Business / Add-on,Partner Referral,54480,Technology
TRUE,New Business / Add-on,Partner Referral,42270,Banking
FALSE,New Business / Add-on,Web,20580,Energy
FALSE,New Business / Add-on,Partner Referral,63030,Banking
FALSE,Existing Business,Phone Inquiry,11580,Healthcare
FALSE,New Business,Phone Inquiry,11490,Healthcare
FALSE,New Business / Add-on,Web,30840,Banking
FALSE,New Business / Add-on,Web,43110,Banking
FALSE,New Business / Add-on,Partner Referral,45240,Banking
FALSE,New Business,Web,29820,Technology
TRUE,New Business,Web,27150,Banking
FALSE,New Business / Add-on,Web,47250,Banking
FALSE,New Business,Partner Referral,48960,Technology
FALSE,New Business / Add-on,Partner Referral,42240,Energy
TRUE,New Business / Add-on,Partner Referral,45480,Banking
FALSE,New Business / Add-on,Partner Referral,45660,Banking
FALSE,New Business,Partner Referral,56400,Technology
FALSE,Existing Business,Partner Referral,62370,Energy
FALSE,Existing Business,Phone Inquiry,11970,Technology
TRUE,New Business / Add-on,Partner Referral,42780,Energy
FALSE,New Business,Partner Referral,66480,Technology
TRUE,New Business / Add-on,Partner Referral,41460,Banking
FALSE,New Business,Partner Referral,57660,Banking
FALSE,New Business / Add-on,Web,29280,Healthcare
FALSE,New Business / Add-on,Web,30330,Energy
FALSE,New Business / Add-on,Web,26790,Healthcare
TRUE,New Business / Add-on,Partner Referral,52950,Banking
FALSE,New Business,Phone Inquiry,11670,Technology
FALSE,Existing Business,Web,53580,Energy
TRUE,New Business / Add-on,Partner Referral,42000,Technology
FALSE,Existing Business,Phone Inquiry,11550,Healthcare
FALSE,New Business / Add-on,Partner Referral,42300,Technology
TRUE,New Business / Add-on,Partner Referral,58410,Banking
FALSE,Existing Business,Phone Inquiry,11790,Technology
FALSE,New Business / Add-on,Phone Inquiry,12510,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11790,Healthcare
FALSE,Existing Business,Phone Inquiry,11610,Energy
FALSE,New Business / Add-on,Web,26400,Healthcare
FALSE,New Business,Partner Referral,56640,Banking
TRUE,New Business / Add-on,Phone Inquiry,15540,Technology
TRUE,New Business / Add-on,Web,33390,Technology
TRUE,New Business / Add-on,Partner Referral,41790,Banking
FALSE,New Business / Add-on,Partner Referral,45240,Banking
TRUE,New Business / Add-on,Partner Referral,60360,Banking
FALSE,Existing Business,Web,42600,Technology
TRUE,New Business / Add-on,Partner Referral,51600,Banking
TRUE,New Business,Partner Referral,64170,Energy
FALSE,New Business,Phone Inquiry,12720,Healthcare
FALSE,Existing Business,Web,36630,Healthcare
TRUE,New Business / Add-on,Web,17760,Banking
FALSE,New Business,Web,47970,Technology
FALSE,Existing Business,Phone Inquiry,11820,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12180,Healthcare
TRUE,New Business,Web,35940,Technology
FALSE,New Business,Phone Inquiry,14610,Healthcare
FALSE,Existing Business,Phone Inquiry,11850,Healthcare
FALSE,New Business / Add-on,Web,30180,Healthcare
TRUE,New Business / Add-on,Partner Referral,57360,Banking
FALSE,New Business / Add-on,Web,30150,Banking
FALSE,Existing Business,Web,51210,Energy
TRUE,New Business,Web,24960,Banking
FALSE,New Business / Add-on,Web,30990,Healthcare
FALSE,Existing Business,Phone Inquiry,14400,Technology
TRUE,New Business / Add-on,Partner Referral,60510,Energy
